Date,Price,Open,High,Low,Vol.,Change %,coef,state,activity_in,activity_out
"Dec 17, 2021","3,400.35","3,354.21","3,417.97","3,312.27",4.29M,0.68%,590.728520716638,7.0,240.8499897416776,862.0284991391215
"Dec 16, 2021","3,377.42","3,467.37",,"3,363.21",3.02M,-2.56%,961.2636722624619,7.0,207.87656964589962,
"Dec 15, 2021","3,466.30","3,371.96","3,472.00","3,303.90",3.74M,2.50%,58.42702098731367,2.0,154.5003146606395,188.04988637376385
"Dec 14, 2021","3,381.83","3,351.00","3,389.98","3,328.80",2.75M,-0.28%,635.5598589294209,3.0,786.84042898793,407.6085966167408
"Dec 13, 2021","3,391.35","3,440.00","3,442.00","3,382.60",3.04M,-1.54%,92.45173738887702,8.0,383.54131744681064,727.3725769077323
"Dec 10, 2021","3,444.24","3,508.34","3,518.54","3,410.00",3.03M,-1.12%,679.8949588058039,2.0,17.740774173846564,622.4536645502088
"Dec 09, 2021","3,483.42","3,515.00","3,539.39","3,482.79",2.15M,-1.13%,958.1097470472265,4.0,537.4759961599859,450.0630775641352
"Dec 08, 2021","3,523.16","3,523.01","3,543.60","3,495.01",2.24M,-0.00%,421.5126004314218,8.0,242.85632235281162,565.6566651040142
"Dec 07, 2021","3,523.29","3,492.00","3,549.99","3,466.69",3.29M,2.80%,368.7481735847878,8.0,342.5483968673111,409.7093783149634
"Dec 06, 2021","3,427.37","3,393.00","3,473.91","3,338.69",3.42M,1.11%,30.60566806167642,4.0,33.879064237679835,681.2038405304137
"Dec 03, 2021","3,389.79","3,455.00","3,469.86","3,338.60",4.04M,-1.38%,690.0369371268843,6.0,965.3656382779405,305.67610457776584
"Dec 02, 2021","3,437.36","3,460.00","3,492.70","3,423.75",3.21M,-0.18%,63.47072268428189,7.0,485.2732844735653,536.4423253394194
"Dec 01, 2021","3,443.72","3,545.00","3,559.88","3,441.60",3.76M,-1.81%,310.31588220699814,2.0,893.1970196247744,446.7119569491409
"Nov 30, 2021","3,507.07","3,563.50","3,585.77","3,492.01",3.93M,-1.53%,5.504725909939334,5.0,532.7758346762722,196.13742207040806
"Nov 29, 2021","3,561.57","3,547.64","3,596.00","3,531.50",3.22M,1.63%,57.35923218504813,1.0,75.33387351845123,752.9635314258826
"Nov 26, 2021","3,504.56","3,602.09","3,633.50","3,504.15",2.99M,-2.12%,29.934933672229434,6.0,851.919317411127,898.2034992704022
"Nov 24, 2021","3,580.41","3,562.67","3,613.64","3,536.85",2.33M,0.01%,792.560275907168,8.0,893.2076794617878,924.1587479355004
"Nov 23, 2021","3,580.04","3,585.04","3,621.05","3,527.71",3.55M,0.21%,226.3402810872771,3.0,782.2202767116221,596.427854904782
"Nov 22, 2021","3,572.57","3,676.38","3,713.46","3,567.50",4.78M,-2.83%,418.29594480625076,9.0,430.95044278748173,186.73389491364424
"Nov 19, 2021","3,676.57","3,712.69","3,762.15","3,675.72",4.95M,-0.53%,586.8421543342363,1.0,611.8884225835073,206.70484691795866
"Nov 18, 2021","3,696.06","3,566.35","3,704.20","3,561.00",5.70M,4.14%,857.6634794653552,3.0,343.9110602823694,967.2069490487777
"Nov 17, 2021","3,549.00","3,564.72","3,587.25","3,545.35",2.54M,0.23%,222.88101458262432,4.0,570.76135858692,44.60198305266327
"Nov 16, 2021","3,540.70","3,539.00","3,576.50","3,525.15",2.20M,-0.14%,296.0387459757311,1.0,924.8652811621641,692.7688921431188
"Nov 15, 2021","3,545.68","3,537.00","3,593.88","3,525.81",2.93M,0.58%,506.2294137967004,1.0,661.3256873583559,9.1210641945082
"Nov 12, 2021","3,525.15","3,485.00","3,540.73","3,447.05",2.69M,1.52%,888.8773489843554,8.0,939.9326448833856,480.37215873948355
"Nov 11, 2021","3,472.50","3,513.00","3,543.24","3,467.47",2.22M,-0.27%,420.2754464983927,1.0,90.57881007840685,99.82402271848933
"Nov 10, 2021","3,482.05","3,563.87","3,605.45","3,463.09",3.97M,-2.63%,893.4461026003908,2.0,587.7155215241805,585.472286159342
"Nov 09, 2021","3,576.23","3,515.25","3,593.77","3,501.43",4.28M,2.50%,,7.0,889.767221657536,727.3921017508158
"Nov 08, 2021","3,488.98","3,523.24","3,579.00","3,487.86",3.06M,-0.85%,830.4332390922013,9.0,,322.5257594690912
"Nov 05, 2021","3,518.99","3,477.00","3,566.25","3,476.98",5.00M,1.21%,63.106557996743916,1.0,891.6095434281697,655.3790988700586
"Nov 04, 2021","3,477.00","3,370.00","3,498.63","3,365.00",5.33M,2.75%,727.9070306180332,5.0,472.45077070163376,369.81419079728005
"Nov 03, 2021","3,384.00","3,309.00","3,394.92","3,297.52",3.37M,2.15%,13.65005345999215,5.0,746.7079860109299,478.8913917686841
"Nov 02, 2021","3,312.75","3,315.01","3,331.11","3,283.55",2.58M,-0.16%,80.96677626888481,8.0,490.619705071775,291.27376519413906
"Nov 01, 2021","3,318.11","3,361.80","3,375.86","3,292.02",3.58M,-1.61%,279.2215585890294,2.0,346.7928621631188,45.34567467140449
"Oct 29, 2021","3,372.43","3,300.02","3,374.82","3,273.32",6.49M,-2.15%,818.9937989159811,1.0,486.0769552076809,40.270869481380586
"Oct 28, 2021","3,446.57","3,402.09","3,479.00","3,386.00",5.17M,1.59%,946.5483736166751,8.0,284.0386102533429,806.0366010470507
"Oct 27, 2021","3,392.49","3,388.00","3,437.00","3,371.45",2.66M,0.49%,750.7622566057905,2.0,410.228471309764,554.5923967600496
"Oct 26, 2021","3,376.07","3,349.51","3,416.12","3,343.98",2.65M,1.68%,265.5867048999131,2.0,297.0703824846662,26.36125112237986
"Oct 25, 2021","3,320.37","3,335.00","3,347.80","3,297.70",2.17M,-0.46%,875.3331976366842,8.0,356.15578959519877,594.139902419238
"Oct 22, 2021","3,335.55","3,421.00","3,429.84","3,331.30",3.14M,-2.90%,123.82298796226854,9.0,646.9683442949463,778.6575179662484
"Oct 21, 2021","3,435.01","3,414.25","3,440.28","3,403.00",1.79M,0.58%,138.45112389683754,6.0,98.53525496901905,682.8587295696234
"Oct 20, 2021","3,415.06","3,452.66","3,462.86","3,400.37",2.09M,,232.12032177147512,0.0,311.95724708450757,139.1676119622054
"Oct 19, 2021","3,444.15","3,434.29","3,454.69","3,422.00",2.39M,-0.08%,220.96503170026028,0.0,10.32519097479534,941.6710139502487
"Oct 18, 2021","3,446.74","3,388.36","3,449.17","3,385.10",3.12M,1.11%,669.2124755640141,6.0,131.8909143568786,460.16898482398295
"Oct 15, 2021","3,409.02","3,311.42","3,410.42","3,304.00",5.18M,3.31%,922.553639618311,8.0,703.6354639661223,555.9428775524784
"Oct 14, 2021",,"3,302.45","3,312.60","3,290.78",2.06M,0.47%,219.61681410316936,0.0,67.64865366861328,603.2517666126785
,"3,284.28","3,269.71",,"3,261.09",2.33M,1.14%,77.11580103223103,1.0,986.6610559684092,115.07904388526346
"Oct 12, 2021","3,247.33","3,257.00","3,267.53","3,236.28",1.82M,0.03%,264.1524866745173,5.0,769.2279507758019,173.21089341171668
"Oct 11, 2021",,"3,275.00","3,292.59","3,238.10",2.01M,-1.29%,94.11460000539495,6.0,641.5970116132114,45.979982604229974
"Oct 08, 2021","3,288.62","3,317.00","3,321.43","3,288.20",2.00M,-0.42%,727.8849892944719,9.0,791.5432637450475,717.264440449447
"Oct 07, 2021","3,302.43","3,291.54","3,325.75","3,283.06",2.36M,1.24%,742.6563547623831,0.0,811.9697063700565,526.1870711194083
"Oct 06, 2021","3,262.01","3,213.53","3,264.34","3,198.62",2.47M,1.27%,753.9864047645618,0.0,405.720724219221,158.98363178387686
"Oct 05, 2021","3,221.00","3,204.50","3,260.73","3,202.46",3.21M,0.98%,530.3694373294837,1.0,118.6432470052905,895.501291327694
"Oct 04, 2021","3,189.78","3,279.39","3,279.99","3,176.25",4.45M,-2.85%,194.96222708050325,2.0,286.67297107135624,771.908977494884
"Oct 01, 2021","3,283.26","3,289.01","3,309.17","3,255.94",2.84M,-0.05%,837.60127151091,2.0,307.7317289280526,185.12772055219028
"Sep 30, 2021","3,285.04","3,316.00","3,327.85","3,273.99",2.79M,-0.49%,122.95898893910662,0.0,96.99575636938029,248.20917492156957
"Sep 29, 2021","3,301.12","3,322.11","3,351.30","3,297.87",2.55M,-0.45%,44.32422893566568,9.0,841.4468091246208,452.8583247807284
"Sep 28, 2021","3,315.96","3,357.71","3,369.19","3,290.10",4.32M,-2.64%,651.0846394088658,7.0,,921.281943467721
"Sep 27, 2021","3,405.80","3,371.50","3,415.57","3,339.61",3.57M,-0.58%,654.4681912669282,6.0,945.3299013329846,134.5608654871806
"Sep 24, 2021","3,425.52","3,402.01","3,429.26","3,393.40",2.12M,0.28%,457.63936181498497,8.0,297.43693093975344,890.7419037098405
"Sep 23, 2021","3,416.00","3,380.05","3,428.96","3,380.05",2.36M,1.06%,934.8769606195685,6.0,585.1447750004527,46.92002604840051
"Sep 22, 2021","3,380.05","3,351.00","3,389.00","3,341.05",2.41M,1.09%,461.91611633014907,2.0,408.5643014320214,505.8326198759513
"Sep 21, 2021","3,343.63","3,375.00","3,379.70","3,332.39",2.77M,-0.36%,144.2124048447495,4.0,670.3463638234919,373.89512495459354
"Sep 20, 2021","3,355.73","3,396.00","3,419.00","3,305.01",4.55M,-3.08%,973.7015701197191,0.0,367.27297964290983,66.3859301244083
"Sep 17, 2021","3,462.52","3,488.41","3,497.41","3,452.13",4.62M,-0.74%,99.87581250692512,8.0,832.9844645548313,204.9886839380014
"Sep 16, 2021","3,488.24","3,459.96","3,492.55","3,446.14",2.55M,0.36%,544.6214564718795,8.0,910.1350065770979,754.1710115678815
"Sep 15, 2021","3,475.79","3,442.52","3,485.42","3,402.01",2.93M,0.75%,70.28446665627408,4.0,940.6178793306353,23.74260653258964
"Sep 14, 2021","3,450.00","3,475.55","3,486.81","3,437.71",1.86M,-0.21%,756.5692458529937,5.0,507.693621957758,924.9135490039151
"Sep 13, 2021","3,457.17","3,482.80","3,497.96","3,438.00",2.31M,-0.35%,625.3971028044892,6.0,647.7115325987119,682.5922739607704
"Sep 10, 2021","3,469.15","3,501.83","3,508.45","3,462.91",2.40M,-0.43%,57.79169843882415,5.0,798.4215929294616,223.4984068795427
"Sep 09, 2021","3,484.16","3,526.02","3,549.99","3,480.37",2.67M,-1.17%,286.18986350418896,6.0,641.3912178601208,956.2784014437691
"Sep 08, 2021","3,525.50","3,511.65","3,545.63","3,495.67",3.04M,0.46%,626.1047555859814,4.0,561.2539799066236,113.98873566456524
"Sep 07, 2021","3,509.29","3,478.00","3,528.09","3,476.94",2.70M,0.90%,979.5511494137218,4.0,514.2698291661485,464.3612709773793
"Sep 03, 2021","3,478.05","3,452.00","3,482.67","3,436.44",2.58M,0.43%,368.82237516395753,6.0,648.0103184152337,310.47667259709175
"Sep 02, 2021","3,463.12","3,494.76","3,511.96","3,455.00",2.92M,-0.46%,365.77449351926026,9.0,434.20843440992206,268.7396314517599
"Sep 01, 2021","3,479.00","3,496.40","3,527.00","3,475.24",3.63M,0.24%,102.00185125435435,7.0,668.4074853922892,436.9468286373284
"Aug 31, 2021","3,470.79","3,424.80","3,472.58","3,395.59",4.28M,1.44%,394.7168361028165,6.0,149.93162761766442,587.1020757935612
"Aug 30, 2021","3,421.57","3,357.43","3,445.00","3,355.22",3.14M,2.15%,955.9188111075986,6.0,646.4100275499362,34.62089554007064
"Aug 27, 2021","3,349.63","3,333.23","3,352.32","3,313.75",2.40M,1.01%,815.0084353120776,8.0,902.881072839047,379.8587119290896
"Aug 26, 2021","3,316.00","3,299.00","3,332.00","3,296.00",2.09M,0.51%,787.8632822211343,2.0,883.0569178717375,265.3031108085611
"Aug 25, 2021","3,299.18","3,309.87","3,321.00","3,286.15",1.67M,-0.20%,288.079875776887,1.0,454.6617061426131,503.8433886409739
"Aug 24, 2021","3,305.78","3,280.00","3,315.49","3,274.58",2.54M,1.22%,830.6726863140223,5.0,319.34862844043397,166.7586281349348
"Aug 23, 2021","3,265.87","3,211.90","3,280.90","3,210.00",3.23M,2.06%,201.41239411476263,9.0,835.2762589342684,810.3686795494453
"Aug 20, 2021","3,199.95","3,203.87","3,207.81","3,175.76",3.36M,0.38%,343.59709335910503,3.0,202.68034484313492,358.8744004203145
"Aug 19, 2021","3,187.75","3,194.02","3,233.00","3,182.46",3.75M,-0.42%,362.5397219950729,8.0,612.6644229339796,291.330372577253
"Aug 18, 2021","3,201.22","3,241.99","3,254.10","3,200.00",2.74M,-1.26%,129.93207339721047,7.0,710.1952612657967,235.1025661334689
"Aug 17, 2021","3,241.96","3,277.50","3,280.49","3,225.68",3.31M,,388.27702584217525,6.0,969.9536851220424,152.13285851549574
"Aug 16, 2021","3,298.99","3,283.00","3,300.00","3,211.13",3.31M,0.15%,61.921256706552356,4.0,473.1075876119056,6.630065408454344
"Aug 13, 2021","3,293.97","3,305.67","3,306.06","3,283.00",2.06M,-0.29%,365.6768517840543,3.0,592.2749395228675,26.08197160621273
"Aug 12, 2021","3,303.50","3,290.00","3,314.51","3,269.67",2.31M,0.35%,74.65871358900644,0.0,919.6563533766583,416.8222716459397
"Aug 11, 2021","3,292.11","3,331.45","3,337.70",,2.92M,-0.86%,793.4093364689824,6.0,592.8098201487508,784.2259401324633
"Aug 10, 2021","3,320.68","3,344.27","3,357.20","3,315.07",2.41M,-0.63%,934.3176450464931,9.0,609.4677847212636,645.3971522055305
"Aug 09, 2021","3,341.87","3,344.03","3,353.50","3,328.60",2.15M,-0.09%,664.616089235829,1.0,910.3580494094662,345.11471456419974
"Aug 06, 2021","3,344.94","3,375.00","3,375.00","3,329.04",2.64M,-0.92%,41.904048438180965,4.0,343.2544446956436,582.7757746024101
"Aug 05, 2021","3,375.99","3,357.89","3,388.83","3,342.58",2.43M,0.63%,711.8553006054428,6.0,874.0236160437565,512.2802873217753
"Aug 04, 2021","3,354.72","3,376.59","3,386.99","3,346.01",2.18M,-0.34%,339.9548607921875,4.0,751.8507030946008,137.1269909358488
"Aug 03, 2021","3,366.24","3,342.99","3,390.03","3,299.77",4.16M,1.04%,979.6032164008757,0.0,807.686865707461,422.8424619968287
"Aug 02, 2021","3,331.48","3,355.01","3,357.33","3,318.22",3.35M,0.12%,939.3737722962551,5.0,545.2318443834471,344.7352282393115
"Jul 30, 2021","3,327.59","3,347.95","3,368.14","3,306.98",9.97M,-7.56%,120.09581076054765,8.0,582.0399998233005,330.4816401511694
"Jul 29, 2021","3,599.92","3,629.38","3,637.33","3,581.00",5.52M,-0.84%,979.347437011102,1.0,310.4803228244404,549.2667850306224
"Jul 28, 2021","3,630.32","3,641.48","3,656.89","3,602.00",3.00M,0.11%,975.1479248120964,7.0,780.8282111824262,626.1525071341011
"Jul 27, 2021","3,626.39","3,695.00","3,695.00","3,587.09",4.13M,-1.98%,79.66225546117023,4.0,806.8138093220485,934.1151131982731
"Jul 26, 2021","3,699.82","3,674.40","3,708.00",,2.90M,1.18%,386.19600628770866,7.0,589.4928968086348,147.58129529606933
"Jul 23, 2021","3,656.64","3,640.00","3,666.11","3,622.04",2.44M,0.51%,182.26040616545203,0.0,436.66903820876314,352.3024193554647
"Jul 22, 2021","3,638.03","3,587.23","3,640.02","3,582.27",3.27M,1.47%,165.96358755338346,7.0,835.027200561694,91.88912351655931
"Jul 21, 2021","3,585.20","3,576.38","3,586.45","3,543.64",2.32M,0.34%,467.97667479131945,,259.11237654430954,26.80963701355832
"Jul 20, 2021","3,573.19","3,567.32","3,592.00","3,518.00",3.26M,0.66%,128.894653995947,2.0,273.35715528997974,868.8924913465901
"Jul 19, 2021","3,549.59","3,532.58","3,550.21","3,499.16",3.78M,-0.67%,585.8247482301673,4.0,359.5894433846244,240.52641719549695
"Jul 16, 2021","3,573.63","3,633.31","3,646.06","3,570.46",4.04M,-1.59%,465.98731420722186,8.0,835.0281556451533,150.93950866299267
"Jul 15, 2021","3,631.20","3,690.83","3,694.59","3,621.39",3.19M,-1.37%,329.00850559623353,4.0,996.5600384525738,242.70608712983565
"Jul 14, 2021","3,681.68","3,710.00","3,717.66","3,661.81",3.30M,0.12%,404.356311417137,2.0,385.4904397089477,932.9420638860269
"Jul 13, 2021","3,677.36","3,705.00","3,773.00","3,672.57",3.85M,-1.11%,471.35153243275664,8.0,559.3000291409033,477.0173106463056
"Jul 12, 2021","3,718.55","3,740.00","3,755.79","3,697.22",2.57M,-0.02%,794.1624550510716,1.0,950.3450580191713,45.997980930073126
"Jul 09, 2021","3,719.34","3,722.52","3,748.00","3,693.40",3.75M,-0.32%,414.92947657471325,,95.59021647790678,341.1788981697216
"Jul 08, 2021","3,731.41","3,641.99","3,759.54","3,622.04",5.18M,0.94%,950.6279443534089,8.0,358.4493978756239,575.8068372126885
"Jul 07, 2021","3,696.58","3,721.00","3,734.20","3,680.32",5.33M,0.57%,190.43314887871642,9.0,170.23575474323314,136.54396881955012
"Jul 06, 2021","3,675.74","3,530.42","3,685.00","3,529.49",6.74M,4.69%,530.2257712252721,4.0,77.49411512359016,32.912830853359495
"Jul 02, 2021","3,510.98","3,451.64","3,511.72","3,436.92",3.18M,2.27%,563.8427410346904,5.0,218.49290953528367,658.9470023183948
"Jul 01, 2021","3,433.00","3,435.90","3,457.00","3,410.00",2.04M,-0.21%,823.3298766304108,1.0,186.30164975321483,892.5063193780385
"Jun 30, 2021","3,440.20","3,444.70","3,471.10","3,436.50",2.40M,-0.23%,820.5102800009511,8.0,283.0441549020847,386.67088906429944
"Jun 29, 2021","3,448.10","3,439.20","3,455.60","3,424.70",2.10M,0.12%,773.5019452640468,7.0,831.1933782801334,502.00877220504105
"Jun 28, 2021","3,443.90","3,415.60","3,447.50","3,415.60",2.24M,1.25%,819.5313183763848,0.0,971.6613815894559,449.05743030987867
"Jun 25, 2021","3,401.46","3,464.00","3,464.82","3,394.18",3.94M,,413.7220106567305,0.0,70.04904330393336,43.78258176420691
"Jun 24, 2021","3,449.10","3,510.00","3,524.70","3,431.10",3.83M,-1.56%,404.00445246867855,9.0,542.7859782556687,472.5245487094726
"Jun 23, 2021","3,503.80","3,505.00","3,521.00","3,483.70",,-0.05%,662.2190861467566,9.0,110.19254099251575,246.0493486914246
"Jun 22, 2021","3,505.40","3,458.43","3,523.66","3,457.10",3.35M,1.49%,660.2315835638273,0.0,429.40317719591627,698.3219539156736
"Jun 21, 2021","3,453.96","3,476.42","3,482.00",,3.28M,-0.94%,916.0048752166483,2.0,159.6065993429091,874.0934587753064
"Jun 18, 2021","3,486.90","3,479.99","3,507.00","3,473.71",5.25M,-0.07%,475.170074971381,5.0,926.1673815982306,816.9718515415221
"Jun 17, 2021","3,489.24","3,404.29","3,497.20","3,404.29",5.14M,2.17%,207.04268012994032,2.0,743.2768859976517,111.16772365425898
"Jun 16, 2021","3,415.25","3,392.88","3,425.63","3,363.69",4.20M,0.95%,157.4154857822333,7.0,25.94609147834337,726.8049250475091
"Jun 15, 2021","3,383.13","3,383.88","3,396.73","3,363.68",2.43M,-0.02%,731.8264189480572,1.0,766.6075038472306,436.47154184930423
"Jun 14, 2021","3,383.87","3,346.49","3,383.87","3,337.01",2.57M,1.11%,978.7068166429478,4.0,24.53456523312536,50.546078074617306
"Jun 11, 2021","3,346.83","3,349.65","3,366.58","3,333.45",2.82M,-0.08%,302.3001115454942,4.0,432.11046092039373,887.5482174270874
"Jun 10, 2021","3,349.65","3,284.95","3,350.69","3,284.95",3.48M,2.09%,900.166828239044,3.0,,532.3529838807613
"Jun 09, 2021","3,281.15",,"3,297.21","3,271.60",2.46M,0.52%,500.2139025238279,8.0,224.6566974687967,679.6456669829183
"Jun 08, 2021","3,264.11",,"3,279.00","3,218.05",3.42M,2.07%,939.7259610166492,6.0,345.81072870461014,411.12975463108427
"Jun 07, 2021","3,198.01","3,197.33","3,206.87","3,173.20",2.22M,-0.26%,343.69652069702215,2.0,278.5218318268114,255.623245137533
"Jun 04, 2021","3,206.22","3,212.00","3,221.00","3,198.81",2.25M,0.60%,334.37189588684856,7.0,35.324056388096324,717.4014408962908
"Jun 03, 2021","3,187.01","3,205.36","3,214.27","3,184.85",2.40M,-1.45%,989.2264470927911,2.0,391.29476026512697,200.76932424269555
"Jun 02, 2021","3,233.99","3,220.88","3,235.00","3,208.53",2.01M,0.48%,685.1621271427119,1.0,80.25327819951467,693.4325573487762
"Jun 01, 2021","3,218.65","3,243.50","3,250.98","3,209.06",2.31M,-0.14%,60.54313617739504,5.0,949.9820585400549,606.8697490997621
"May 28, 2021","3,223.07","3,242.00","3,247.99","3,219.70",2.33M,-0.22%,178.40329913827168,1.0,184.1648348576229,947.9340527538641
"May 27, 2021","3,230.11","3,257.00","3,259.66","3,230.11",2.56M,-1.07%,509.18913287635615,4.0,228.6843531875924,802.5336230959591
"May 26, 2021","3,265.16","3,271.37","3,295.45","3,258.60",2.38M,0.19%,982.766651565343,7.0,187.13524532147963,754.2093566465554
"May 25, 2021","3,259.05","3,266.09","3,278.41","3,215.02",3.26M,0.43%,683.7507814575673,7.0,333.9400142918689,323.6733026055266
"May 24, 2021","3,244.99","3,216.36","3,257.50","3,214.00",2.42M,1.31%,820.77698333922,2.0,2.543228709617873,294.2748420288205
"May 21, 2021","3,203.08","3,250.00","3,256.69","3,197.01",4.10M,-1.37%,997.9886673178322,3.0,494.5035100856404,928.641395079416
"May 20, 2021","3,247.68","3,245.00","3,259.49","3,236.33",2.63M,0.49%,169.69168590456042,7.0,359.4550920991656,927.9848957009497
"May 19, 2021","3,231.80","3,195.45","3,233.88","3,184.00",2.68M,-0.01%,777.9785195024863,2.0,613.8427663982624,171.05642774840214
"May 18, 2021","3,232.28","3,292.57","3,311.28","3,231.13",2.83M,-1.17%,116.33908409303217,5.0,191.77148953238387,186.4976038152708
"May 17, 2021","3,270.39","3,248.15",,"3,235.50",3.72M,1.47%,772.7762763523439,6.0,290.22334748712495,505.88528737945506
"May 14, 2021","3,222.90","3,185.56","3,228.86","3,183.00",3.33M,1.94%,364.4662085110185,,419.1499576127542,235.03955589457127
"May 13, 2021","3,161.47","3,186.24","3,199.68","3,133.58",3.36M,0.30%,716.5890851513532,4.0,66.72844391589872,629.2120272232743
"May 12, 2021","3,151.94","3,189.33","3,206.10","3,133.95",4.94M,-2.23%,964.0808883408382,7.0,923.1170167801729,352.6273017464072
"May 11, 2021","3,223.91","3,132.01","3,237.22","3,128.16",4.62M,1.05%,485.96491256736476,4.0,170.49468210283203,645.1726462397581
"May 10, 2021","3,190.49","3,282.06","3,282.06","3,190.08",5.84M,-3.07%,709.9750015885015,8.0,171.4969465792986,240.40108485630952
"May 07, 2021","3,291.61","3,319.09","3,330.89","3,289.07",4.71M,-0.45%,556.653323599397,1.0,720.7310793636238,610.8166415528674
"May 06, 2021","3,306.37","3,267.00","3,313.77","3,248.04",4.45M,1.10%,697.1362843042587,1.0,921.0760306852862,236.5154792804637
"May 05, 2021","3,270.54","3,338.85","3,354.70","3,264.36",3.71M,-1.25%,749.1400131561977,6.0,28.24382175157836,194.6077251136913
"May 04, 2021","3,311.87","3,356.19","3,367.98","3,272.13",5.44M,-2.20%,31.282520931921077,0.0,231.62443432829983,18.618683623460306
"May 03, 2021","3,386.49","3,484.73","3,486.65","3,372.70",5.88M,-2.33%,870.9843433715185,8.0,252.97438792771464,759.3089594508889
"Apr 30, 2021","3,467.42","3,525.12","3,554.00","3,462.50",7.01M,-0.11%,707.1303324094358,0.0,608.5576560778815,796.2531576303817
"Apr 29, 2021","3,471.31","3,504.01","3,514.00","3,435.80",7.68M,0.37%,587.2550447270507,8.0,397.0992304319372,123.34765850703788
"Apr 28, 2021","3,458.50","3,441.47","3,488.85","3,425.55",4.63M,1.20%,137.64050427190267,4.0,173.25985973790225,121.46813601402651
"Apr 27, 2021","3,417.43","3,443.47","3,460.00","3,398.84",3.83M,0.25%,521.4277887396457,9.0,612.1950335903839,517.4769446821682
"Apr 26, 2021","3,409.00","3,351.50","3,427.82","3,331.00",4.88M,2.04%,272.3308619898427,0.0,267.3397089261307,467.9027079723047
"Apr 23, 2021","3,340.88","3,319.10","3,375.00","3,308.50",3.20M,0.96%,332.985272635116,6.0,447.627866534414,474.92119979700243
"Apr 22, 2021","3,309.04","3,369.79","3,371.32","3,302.00",2.58M,-1.58%,304.8529667951313,,49.64242247111594,485.7721000715689
"Apr 21, 2021","3,362.02","3,321.80","3,362.39","3,306.00",2.21M,0.82%,484.39717282709705,9.0,966.7895753147467,577.3989555466993
"Apr 20, 2021","3,334.69","3,372.03","3,381.31","3,316.37",2.62M,-1.11%,990.8005176578661,0.0,381.5864965199506,158.44586745399135
"Apr 19, 2021","3,372.01","3,390.07","3,434.94","3,360.16",2.73M,-0.81%,702.3064877885267,2.0,709.2023960318447,370.62222059337955
"Apr 16, 2021","3,399.44","3,380.00","3,406.80","3,355.59",3.19M,0.60%,369.33371345116797,2.0,241.37667479528335,835.1539967102956
"Apr 15, 2021","3,379.09","3,370.01","3,396.00","3,353.90",3.23M,1.38%,742.009447610658,1.0,892.1727351501655,917.5315663710304
