Date,Price,Open,High,Low,Vol.,Change %,coef,state,activity_in,activity_out
"Nov 30, 2021","2,837.95","2,900.17","2,920.00","2,832.03",2.09M,-2.50%,829.9632888447258,8.0,309.1908085585627,363.0783175231866
"Nov 29, 2021","2,910.61","2,880.00","2,925.95","2,877.87",1.62M,2.35%,46.91384579257074,8.0,322.7568511189056,846.7815119063233
"Nov 26, 2021","2,843.66","2,886.97","2,891.15","2,836.85",1.52M,-2.69%,196.2899567143459,3.0,986.1030898106723,121.04987960490598
"Nov 24, 2021","2,922.40","2,909.47","2,924.99","2,887.46",902.01K,0.23%,712.1879451248992,3.0,119.70402816836001,276.97502706547925
"Nov 23, 2021","2,915.64","2,923.06","2,933.20","2,882.30",1.36M,-0.36%,532.8008192007733,3.0,391.1299906512209,559.1475369256245
"Nov 22, 2021","2,926.04","2,986.65","2,996.59","2,922.95",1.52M,-1.76%,747.8849781297622,6.0,647.0324207758731,249.7678111655802
"Nov 19, 2021","2,978.53","2,999.51","3,019.33","2,977.98",1.68M,-0.61%,777.2524166825375,4.0,460.2217435026373,927.5724002055788
"Nov 18, 2021","2,996.77","2,964.83","3,011.61","2,957.69",1.78M,1.21%,113.27146242693753,2.0,251.74237891013252,781.1019813065046
"Nov 17, 2021","2,960.94","2,960.55","2,971.19","2,944.80",973.82K,0.12%,521.5765663150562,6.0,515.9497748846595,659.5560735515458
"Nov 16, 2021","2,957.52","2,962.99","2,975.25","2,946.25",922.89K,-0.39%,799.9243575910141,5.0,149.77353726245934,
"Nov 15, 2021","2,969.04",,"2,990.99","2,951.50",1.18M,-0.15%,770.6747517218023,4.0,254.83245661824594,354.2128034364865
"Nov 12, 2021","2,973.56","2,932.31","2,977.00","2,908.22",1.12M,2.00%,871.5187255713615,1.0,545.6008860860775,586.8090931952157
"Nov 11, 2021","2,915.33","2,929.79","2,950.71","2,912.01",812.42K,-0.09%,995.9864791749158,7.0,928.2523728749061,272.3016022031024
"Nov 10, 2021","2,917.87","2,950.00","2,961.40","2,890.75",1.48M,-2.03%,897.9105791876328,7.0,667.4965713296991,762.9597996991732
"Nov 09, 2021","2,978.37","2,984.66","2,996.69","2,944.90",972.09K,-0.08%,248.29330996684718,4.0,618.7562286077334,349.39157055570735
"Nov 08, 2021","2,980.62","2,996.50","3,012.29","2,968.61",1.15M,0.12%,972.0298446343515,4.0,557.783303362227,951.7304039127615
"Nov 05, 2021","2,977.04","2,983.39","3,006.55","2,963.94",1.92M,0.39%,49.67073626691554,0.0,252.2840147311284,292.95964059221046
"Nov 04, 2021","2,965.35","2,942.49","2,994.67","2,926.16",1.90M,1.14%,667.0629988087453,8.0,573.2717499021453,829.6742619733421
"Nov 03, 2021","2,931.96","2,918.01","2,933.38","2,891.82",1.36M,0.80%,935.6671398132487,1.0,853.5339133006572,910.0393134298624
"Nov 02, 2021","2,908.65","2,891.59","2,932.18","2,886.71",1.60M,1.35%,729.4994446463751,9.0,932.4266908770879,438.4838474020949
"Nov 01, 2021","2,869.94","2,960.92","2,960.92","2,864.51",2.31M,-3.07%,992.5737718493691,3.0,199.9043977397823,458.39735032544314
"Oct 29, 2021","2,960.92","2,901.56","2,964.84","2,892.99",2.17M,1.51%,445.6448812414233,6.0,599.0372248589525,754.2654115258439
"Oct 28, 2021","2,916.98","2,942.69","2,943.16","2,892.53",1.78M,-0.25%,536.7199159517235,9.0,115.15269679923723,16.152240930026096
"Oct 27, 2021","2,924.35","2,788.10","2,973.00","2,788.10",4.22M,4.96%,658.1621119441971,1.0,972.0776095032246,189.54358506482626
,"2,786.17","2,785.27","2,801.66","2,766.09",2.29M,1.35%,273.72095226344095,1.0,228.41773602513427,327.7084510910731
"Oct 25, 2021","2,748.94","2,751.00","2,760.00","2,708.48",1.70M,-0.09%,903.59127584688,6.0,252.91786966694485,892.7624850941579
"Oct 22, 2021","2,751.33","2,783.00","2,811.66","2,721.12",2.53M,-3.04%,518.7789957097176,8.0,982.7785478735944,390.0189799001593
"Oct 21, 2021","2,837.72","2,835.38","2,843.12","2,810.00",1.19M,0.08%,681.3979069289308,5.0,341.88417341685397,447.2490420008941
"Oct 20, 2021","2,835.38","2,866.76","2,870.92","2,827.53",1.14M,-1.02%,448.57777677859,9.0,73.18216284777534,368.4736931631466
"Oct 19, 2021","2,864.74","2,867.75","2,873.25","2,852.00",1.01M,0.32%,13.416356356167004,8.0,563.1616617449138,496.33965093699703
"Oct 18, 2021","2,855.56","2,821.53","2,855.92","2,821.39",983.74K,1.00%,322.51037489840286,6.0,52.92473235270278,656.8221812012221
"Oct 15, 2021","2,827.36","2,832.29","2,834.36","2,815.10",1.51M,0.15%,820.63203398131,3.0,420.8062843956137,796.4927886311374
"Oct 14, 2021","2,823.02","2,789.48","2,826.75","2,776.50",1.59M,2.59%,127.10753729239866,4.0,399.48032810942624,958.6193163084637
"Oct 13, 2021","2,751.64","2,748.05","2,760.00","2,730.38",981.54K,,764.7183702137329,0.0,535.3159429237566,302.0738992691282
"Oct 12, 2021","2,728.98","2,789.60","2,790.14","2,715.20",1.82M,-1.77%,596.5644725376476,5.0,585.8877047479318,967.6374105358979
"Oct 11, 2021","2,778.28","2,785.84","2,814.24","2,777.18",890.47K,-0.62%,666.2092045628701,9.0,109.27606179266758,382.98844288489386
"Oct 08, 2021","2,795.71","2,791.54","2,806.62","2,784.35",1.33M,0.40%,554.8938786644892,0.0,288.896079437344,981.5427079391015
"Oct 07, 2021","2,784.50","2,777.84","2,800.84","2,773.02",1.25M,,740.8681380191391,7.0,863.0073276776127,482.81250630086225
"Oct 06, 2021","2,751.30","2,695.00","2,755.00","2,691.00",1.20M,1.13%,282.80819239771404,2.0,130.19164126107808,905.0973592830459
"Oct 05, 2021","2,720.46","2,680.82","2,744.49","2,680.82",1.47M,1.77%,546.0156760014103,,637.305761667431,860.1315610940841
"Oct 04, 2021","2,673.19","2,719.21","2,719.21","2,621.00",2.52M,-2.11%,621.1969888464446,3.0,726.2948950546202,141.73006144180346
"Oct 01, 2021","2,730.86","2,688.95","2,738.21","2,681.46",1.77M,2.14%,810.1756339028501,8.0,29.62745477346718,
"Sep 30, 2021","2,673.52","2,685.23","2,710.85","2,671.12",1.90M,-0.50%,417.96023365261357,2.0,503.62229675017636,858.9568018182758
"Sep 29, 2021","2,687.07","2,739.60","2,743.02",,1.54M,-1.09%,47.72578852145071,0.0,990.654692437556,859.8570901464506
"Sep 28, 2021","2,716.60","2,773.10","2,781.93","2,707.20",2.24M,-3.72%,820.2715530907035,6.0,840.1198533151633,510.878711580914
"Sep 27, 2021","2,821.44","2,816.09","2,838.77","2,801.35",1.08M,-0.80%,183.71541112492173,7.0,94.15789427105237,119.45199178758392
"Sep 24, 2021","2,844.30","2,810.77","2,846.60","2,804.82",1.15M,0.71%,439.5017968382562,8.0,671.8023271297989,535.1140071767021
"Sep 23, 2021","2,824.32","2,819.75","2,833.93","2,808.03",1.04M,0.66%,534.9388449464134,0.0,132.53557598796283,502.9878341661389
"Sep 22, 2021","2,805.67","2,786.08","2,817.74","2,771.03",1.25M,0.90%,948.902223778207,5.0,425.7728924311127,274.3675428462411
"Sep 21, 2021","2,780.66","2,794.99","2,800.23","2,765.56",1.26M,0.23%,877.8153993500534,6.0,942.0380060661155,153.5624828390315
"Sep 20, 2021","2,774.39","2,763.23","2,780.00","2,726.44",2.26M,-1.48%,47.60856594738549,4.0,41.93767507852431,601.1359708450013
"Sep 17, 2021","2,816.00","2,860.61","2,869.00","2,809.40",2.67M,-1.96%,62.92755039599574,8.0,641.1515721245547,224.2816759950279
"Sep 16, 2021","2,872.20","2,879.01","2,886.00","2,848.03",1.28M,-0.57%,540.9316580695621,9.0,360.43561694393003,491.39407228048606
"Sep 15, 2021","2,888.59","2,855.43","2,889.01","2,826.95",1.19M,1.32%,51.517568329881854,7.0,801.5437838820862,398.2620250980159
"Sep 14, 2021","2,850.89","2,859.91","2,867.26","2,835.00",963.68K,0.15%,569.1984771877553,2.0,800.214996654102,503.67069364600536
"Sep 13, 2021","2,846.65","2,838.99","2,859.00","2,825.00",1.06M,1.03%,201.2075586430664,0.0,195.57695963216594,660.897279563511
"Sep 10, 2021","2,817.52","2,884.25","2,894.37","2,814.75",1.84M,-1.86%,790.7408826793281,3.0,6.205577084651415,708.9990042507985
"Sep 09, 2021","2,870.82","2,876.81","2,886.21","2,863.55",760.70K,-0.10%,490.71855223449535,1.0,230.09005187994558,849.3428459033763
"Sep 08, 2021","2,873.82","2,882.00","2,888.00","2,860.00",913.80K,-0.41%,256.10764090654925,5.0,123.63870804844812,743.9743815932007
"Sep 07, 2021","2,885.61","2,876.69","2,891.30","2,872.38",1.00M,0.38%,534.8633280718075,5.0,892.0746176818993,491.00377535933916
"Sep 03, 2021","2,874.79","2,861.61","2,883.10","2,848.01",992.72K,0.32%,524.6806641633829,3.0,612.938266815164,476.2715540109286
"Sep 02, 2021","2,865.74","2,904.32","2,910.39","2,863.70",1.61M,-1.33%,,2.0,286.8703303891639,789.2234804183299
"Sep 01, 2021","2,904.31","2,900.00","2,925.07","2,897.67",1.10M,0.36%,544.3765714319075,0.0,9.492950768377085,738.4900020006532
"Aug 31, 2021","2,893.95","2,902.94","2,903.43","2,885.62",1.11M,0.07%,995.5015756799598,1.0,673.0495962728997,255.03004376037052
"Aug 30, 2021","2,891.81","2,888.00","2,919.41","2,883.26",1.21M,0.41%,890.6377139362462,3.0,508.26667914321166,411.48508800115525
"Aug 27, 2021","2,880.08","2,833.05","2,890.25","2,829.94",1.44M,1.81%,741.6144173268814,0.0,135.1483776714737,704.6683127107422
"Aug 26, 2021","2,828.81","2,835.00","2,848.35","2,827.14",1.03M,-0.45%,785.4411313777466,6.0,850.7854691651551,
"Aug 25, 2021","2,841.58","2,832.50","2,843.79","2,827.52",789.15K,0.58%,943.4456606573904,6.0,742.168822759517,14.643887068724437
"Aug 24, 2021","2,825.23","2,812.23","2,841.60","2,806.77",960.76K,0.87%,397.2906581561926,7.0,835.3505805371277,911.1356712124509
,"2,800.83","2,759.39","2,817.49","2,752.15",1.42M,1.90%,880.6730706441969,8.0,465.5352398616258,450.98840604849255
"Aug 20, 2021","2,748.59","2,720.00","2,751.08","2,705.00",1.56M,1.29%,419.9956183265581,5.0,162.2588334460946,888.5681553968518
"Aug 19, 2021","2,713.60","2,688.71","2,727.05","2,685.00",1.08M,0.17%,547.938048417978,5.0,259.6828909657517,97.56032601599385
"Aug 18, 2021","2,708.98","2,730.00","2,742.08","2,706.43",955.99K,-0.89%,391.48991429207314,4.0,359.6982613917187,
"Aug 17, 2021","2,733.23","2,755.00","2,765.31","2,721.64",1.02M,-1.19%,52.81824972318372,4.0,817.0634522455376,534.9699904433361
"Aug 16, 2021",,"2,750.50","2,767.25","2,705.98",1.12M,0.42%,230.2494734471574,6.0,841.411341731488,539.836469858668
"Aug 13, 2021","2,754.55","2,745.00","2,757.13","2,740.66",797.37K,0.39%,45.85060108829752,0.0,857.0322537491455,501.74101837325355
"Aug 12, 2021","2,743.88","2,719.51","2,746.00","2,708.51",823.88K,0.67%,358.4784351610487,3.0,559.1156654170907,285.3259694029423
"Aug 11, 2021","2,725.58","2,743.63","2,753.65","2,725.43",764.98K,-0.38%,433.2505908874342,8.0,66.53565105321447,611.8056758497945
"Aug 10, 2021","2,736.10","2,746.00","2,755.00","2,727.80",970.70K,-0.08%,985.8382816015102,9.0,92.88811590137436,595.8210130409701
"Aug 09, 2021","2,738.30","2,720.00","2,743.30","2,706.80",888.30K,0.87%,902.6396908643442,4.0,758.9786148218403,672.1639780100629
"Aug 06, 2021","2,714.77","2,720.84","2,729.45","2,704.20",1.02M,-0.38%,927.2004146967998,1.0,645.6691747573861,857.4761989029334
"Aug 05, 2021","2,725.00","2,710.00","2,726.90","2,698.40",893.45K,0.83%,790.8411922179345,6.0,374.31725860640665,677.4501095279755
"Aug 04, 2021","2,702.50","2,713.00",,"2,690.00",983.80K,-0.37%,519.3131686755836,6.0,568.4305610918731,4.104418621532102
"Aug 03, 2021","2,712.60","2,703.90","2,713.30","2,668.30",1.04M,0.57%,395.2150401387525,7.0,583.4366091488821,650.9097753086869
"Aug 02, 2021","2,697.10","2,705.80","2,705.80","2,677.10",1.08M,0.10%,530.491384307069,6.0,167.250642049637,426.11538802672555
"Jul 30, 2021","2,694.53","2,700.70","2,706.09","2,685.10",1.28M,-0.78%,669.9629682711586,4.0,95.3487193328949,586.5351626505119
"Jul 29, 2021","2,715.60","2,723.90","2,732.00","2,711.10",1.59M,-0.23%,452.51722014874883,9.0,391.2798884710992,501.1312018904469
"Jul 28, 2021","2,721.90","2,731.50","2,765.00","2,706.70",4.76M,3.18%,965.6944308100232,5.0,19.607579565827372,504.4019205781355
"Jul 27, 2021","2,638.00","2,686.00","2,687.20","2,603.00",2.74M,-1.59%,817.2297214515521,2.0,135.08887824364845,303.5626979293949
"Jul 26, 2021","2,680.70","2,666.60","2,684.20","2,647.50",1.53M,0.77%,587.9751745400138,1.0,171.51577066593882,153.74782806882394
"Jul 23, 2021","2,660.30","2,608.60","2,668.00","2,596.00",2.08M,3.58%,350.63219727413343,3.0,828.7376308030315,825.7946909976214
"Jul 22, 2021","2,568.40","2,556.90","2,569.70","2,550.00",715.09K,0.68%,582.3368982595058,6.0,503.0628802606963,348.9867902109606
"Jul 21, 2021","2,551.00","2,522.70","2,551.90","2,520.50",1.04M,1.06%,832.8784138998445,9.0,579.4093129758121,873.544488304718
"Jul 20, 2021","2,524.20","2,510.60","2,540.90","2,487.00",1.32M,1.31%,,8.0,798.4321792565208,790.9246159623874
"Jul 19, 2021","2,491.60","2,521.80","2,524.10","2,470.10",1.40M,-1.88%,109.0863326997058,7.0,767.4138780780577,508.97233202952253
,"2,539.40","2,553.26","2,556.23","2,523.07",1.02M,-0.03%,804.2740675999265,7.0,535.3468240430317,722.0965547501468
"Jul 15, 2021","2,540.10","2,573.30","2,573.30","2,530.80",1.21M,-0.96%,510.3626067462877,9.0,81.547756091087,171.49123939577095
"Jul 14, 2021","2,564.70","2,565.00","2,585.50","2,559.20",1.19M,0.70%,441.64331136302894,7.0,652.5232538532274,622.2507238571236
"Jul 13, 2021","2,546.80","2,540.80","2,561.20","2,534.20",962.35K,0.29%,739.3005725539621,5.0,355.4985858994842,850.8850377144886
"Jul 12, 2021","2,539.50","2,522.10","2,541.20","2,512.30",883.39K,1.16%,202.0430265316623,0.0,357.3840456107799,642.4483544781161
"Jul 09, 2021","2,510.37","2,500.50","2,514.69","2,491.02",931.58K,0.38%,581.428008192503,3.0,670.0595812555299,157.7245308665427
"Jul 08, 2021","2,500.90","2,483.50","2,511.20","2,483.50",1.19M,-1.13%,838.4136127129583,1.0,91.32775824676975,142.3718449252359
"Jul 07, 2021","2,529.50","2,543.20","2,543.20","2,524.30",1.20M,0.23%,254.12245503800457,2.0,351.6228464095834,257.46094955462917
"Jul 06, 2021","2,523.80","2,513.30","2,528.60","2,493.80",1.32M,0.74%,597.4724670594636,3.0,330.3279634903502,801.9555849336904
"Jul 02, 2021","2,505.20","2,463.00","2,508.08","2,461.19",1.30M,2.30%,615.2638484954508,9.0,969.7994227861636,154.70466803432436
"Jul 01, 2021","2,448.90","2,438.90","2,451.20","2,431.70",905.64K,0.29%,619.6154791515244,3.0,368.6629345796047,705.3840431727053
"Jun 30, 2021","2,441.80","2,439.10","2,443.70","2,427.80",1.22M,-0.15%,56.38488964031507,1.0,479.31666742050214,505.6767999052433
"Jun 29, 2021","2,445.40","2,455.70","2,459.50","2,435.00",1.16M,-0.22%,718.7572285134726,2.0,927.9223179794532,906.9769611119144
"Jun 28, 2021","2,450.70","2,451.00","2,455.00","2,429.00",1.43M,0.02%,585.5255359327643,3.0,810.2578706763642,620.1882251388763
"Jun 25, 2021","2,450.17","2,440.00","2,452.66","2,431.30",1.73M,0.01%,114.55089858867173,9.0,169.56488833719908,410.22052093551497
"Jun 24, 2021","2,450.00","2,454.30","2,459.50","2,446.10",1.07M,0.31%,555.5929209001289,5.0,128.35177918129014,301.572590728819
"Jun 23, 2021","2,442.50","2,454.80","2,460.60","2,436.70",957.71K,-0.17%,724.4296896802318,3.0,181.02774511190134,655.9520735443525
"Jun 22, 2021","2,446.60","2,432.40","2,447.71","2,421.79",1.12M,0.42%,888.8989019538798,5.0,114.065626638015,343.02071883990527
"Jun 21, 2021","2,436.25","2,410.01","2,440.00","2,397.97",1.37M,1.42%,494.47395886489664,5.0,413.074553032264,352.6521803631558
"Jun 18, 2021","2,402.22","2,427.34","2,432.06","2,400.30",2.31M,-1.34%,526.9483271509687,7.0,343.13372275973796,935.6480296396021
"Jun 17, 2021","2,434.87","2,411.46","2,450.39","2,411.46",1.29M,0.80%,927.6027129627377,1.0,690.7839430264522,456.6821687075174
"Jun 16, 2021","2,415.45","2,434.83","2,436.54","2,392.89",1.32M,-0.53%,878.3659910660788,7.0,876.5789479352167,814.9641973980072
"Jun 15, 2021","2,428.39","2,448.85","2,454.00","2,424.24",1.08M,-0.84%,155.0681117521928,1.0,462.4480814846154,611.7154864665999
"Jun 14, 2021","2,448.91","2,430.03","2,448.91","2,418.44",1.10M,0.77%,591.1210220319348,3.0,839.2811700474753,142.85223112641944
"Jun 11, 2021","2,430.20","2,440.00","2,441.72","2,418.96",1.10M,-0.20%,659.9884522030671,8.0,870.4593753107802,249.5798583386335
"Jun 10, 2021","2,435.13","2,410.96","2,435.76","2,409.90",1.30M,1.13%,317.14676849670434,1.0,748.6591780159494,71.66357030769377
"Jun 09, 2021","2,407.94","2,410.74","2,412.88","2,397.31",897.05K,0.40%,144.11455072104508,8.0,416.83845595291757,404.97755856330474
"Jun 08, 2021","2,398.44","2,413.73","2,418.79","2,394.78",1.21M,-0.16%,604.2899334966643,4.0,876.0729124025892,649.5983703651139
"Jun 07, 2021","2,402.30","2,387.04","2,404.02","2,381.00",1.21M,0.36%,430.20024477855554,3.0,896.0930074220647,623.9709811492869
"Jun 04, 2021","2,393.57","2,369.27","2,399.03","2,362.41",1.22M,1.96%,,3.0,63.97515975687318,121.78920279699635
"Jun 03, 2021","2,347.58","2,349.42","2,356.85","2,330.15",934.80K,-0.97%,305.80480127451546,3.0,410.4778293813075,825.9089598261845
"Jun 02, 2021","2,370.59","2,387.03","2,391.06","2,352.36",1.06M,-0.44%,433.118431831638,8.0,994.8783985384737,448.2321729359303
"Jun 01, 2021","2,381.18","2,374.44","2,385.71","2,354.28",,1.03%,827.6895786652817,8.0,760.3407625059554,537.478813611694
"May 28, 2021","2,356.85","2,374.42","2,376.07","2,352.85",1.07M,-0.25%,250.2457148470577,1.0,441.05898043343393,265.84074946953194
"May 27, 2021","2,362.68","2,385.57","2,385.57","2,362.68",1.76M,-0.74%,759.5574624853739,6.0,531.8929888850149,956.40980876794
"May 26, 2021","2,380.31","2,369.20","2,388.40","2,367.09",1.08M,0.74%,969.0386677701374,5.0,725.6787094809831,903.5547299382794
"May 25, 2021","2,362.87","2,370.67","2,383.00","2,355.60",1.12M,0.08%,8.871377142217195,3.0,366.27226191962023,977.9533017176665
"May 24, 2021","2,361.04","2,315.00","2,365.00","2,312.72",1.59M,2.92%,580.4812836998562,4.0,617.4849601969648,611.6733079500643
"May 21, 2021","2,294.13","2,317.41","2,318.89","2,289.30",2.03M,-0.56%,117.62133564077881,8.0,418.34467757741965,86.00756304793344
"May 20, 2021","2,306.95","2,287.59","2,311.58","2,285.53",1.62M,1.56%,935.04282656176,5.0,420.73997943612716,60.61604654997343
"May 19, 2021","2,271.50","2,232.64","2,274.37","2,228.61",1.18M,0.40%,85.16222302120968,6.0,789.0861106376757,965.4408108667727
"May 18, 2021","2,262.47","2,301.85","2,307.32","2,262.46",1.11M,-1.16%,957.6433180162328,0.0,744.245406074907,384.4360861797109
"May 17, 2021","2,288.92","2,258.60","2,289.72","2,258.60",1.08M,0.46%,979.8983943306803,9.0,148.77739396590906,93.91957734869571
"May 14, 2021","2,278.38","2,258.54","2,284.72","2,250.00",1.60M,2.21%,488.81535011164925,6.0,355.1074080467519,687.8879178275838
"May 13, 2021","2,229.04","2,226.46","2,238.91","2,207.16",1.66M,1.31%,786.6757457587759,4.0,490.5221937056228,835.176623647679
"May 12, 2021","2,200.25","2,226.05","2,247.98","2,193.75",2.32M,-3.08%,304.30985159217715,2.0,438.76772439889436,466.5599622355373
"May 11, 2021","2,270.06","2,240.05","2,278.87","2,237.81",1.71M,-0.95%,327.8546043424937,6.0,470.6329762664775,414.94955268080537
"May 10, 2021","2,291.75","2,327.40","2,327.40","2,285.63",1.55M,-2.56%,297.5720054897254,6.0,34.25240265274354,922.3500449575026
"May 07, 2021","2,351.93","2,363.89","2,371.25","2,346.16",1.44M,0.62%,8.190627612813861,0.0,463.7176837638276,157.16970384209372
"May 06, 2021","2,337.35","2,310.49","2,337.35","2,297.00",1.26M,0.98%,871.7941598515648,3.0,875.7343886641802,403.02952617262156
"May 05, 2021","2,314.77","2,328.63","2,335.00","2,308.28",1.33M,0.34%,693.2201682043633,8.0,112.4436809344711,338.4822089352464
"May 04, 2021","2,306.83","2,313.55","2,324.99","2,256.68",,,9.457630874042277,4.0,513.5976271683802,527.7131149073851
"May 03, 2021","2,343.08","2,364.91","2,381.55","2,335.50",1.41M,-0.44%,195.76568388385473,5.0,872.3139422267568,272.20544893738276
"Apr 30, 2021","2,353.50","2,368.02","2,381.85","2,346.56",,-1.64%,92.3010181420163,1.0,412.32299380623425,238.8117070153436
"Apr 29, 2021","2,392.76","2,388.60","2,404.03","2,374.37",2.06M,1.43%,387.3000627643685,5.0,,5.098900530606021
"Apr 28, 2021","2,359.04","2,394.86","2,429.24","2,355.76",4.06M,2.97%,213.17736857522218,9.0,931.2592978237901,831.6432119194055
"Apr 27, 2021","2,290.98","2,315.63","2,315.63","2,287.50",2.22M,-0.82%,65.49281172162102,4.0,384.41157948625937,640.3983492229506
"Apr 26, 2021","2,309.93","2,300.00","2,324.53","2,297.75",1.60M,0.43%,708.2955097287082,9.0,210.758552424127,995.4145981329411
"Apr 23, 2021","2,299.93","2,267.00","2,306.12","2,261.25",1.46M,2.10%,648.432610250748,9.0,98.15062578206502,482.4578631839803
"Apr 22, 2021","2,252.52","2,277.37","2,287.58","2,242.00",1.21M,-1.13%,523.3772444321711,5.0,942.0370510105212,542.4380069380717
"Apr 21, 2021","2,278.35","2,275.22","2,279.64","2,245.00",1.16M,-0.03%,741.1010167435226,8.0,734.3098388551215,201.91722057706596
"Apr 20, 2021","2,279.01","2,296.68","2,297.78","2,259.48",1.11M,-0.47%,97.69774435389256,0.0,83.3583941844056,456.22602916118205
"Apr 19, 2021","2,289.76","2,281.13","2,304.09","2,276.51",1.51M,0.31%,127.31203961773952,7.0,187.95424601418776,
"Apr 16, 2021","2,282.75","2,289.24","2,294.24","2,270.92",1.31M,-0.11%,97.86819051053541,1.0,955.5642681663351,682.4477774563054
"Apr 15, 2021","2,285.25","2,262.20","2,296.00","2,251.17",1.46M,1.93%,503.36916431058097,4.0,966.8388252695657,537.8601150166669
