Date,Price,Open,High,Low,Vol.,Change %,coef,state,activity_in,activity_out
"Dec 27, 2021",,"1,073.67","1,117.00","1,070.72",23.58M,2.52%,63.10659638562377,0.0,800.7122036776242,360.6526103955727
"Dec 23, 2021","1,067.00",,"1,072.98",997.56,30.90M,5.76%,444.6357488952306,1.0,360.4213687804222,773.7292726631549
"Dec 22, 2021","1,008.87",965.66,"1,015.66",957.05,30.82M,7.49%,260.7902370619588,0.0,948.672633276976,711.1132057863663
"Dec 21, 2021",938.53,916.87,939.50,886.12,23.35M,4.29%,207.85175589348702,6.0,171.4669690124915,678.304929995795
"Dec 20, 2021",899.94,910.70,921.69,893.39,18.51M,-3.50%,661.6976341877246,4.0,480.923078488819,334.2439377435384
"Dec 17, 2021",932.57,914.77,960.66,909.04,33.63M,0.61%,745.0310870703382,8.0,322.58729471099366,861.7185553322475
"Dec 16, 2021",926.92,994.50,994.98,921.85,27.24M,-5.03%,761.2712509235836,5.0,216.73160324533558,674.7322247516247
"Dec 15, 2021",975.99,953.21,978.75,928.25,24.54M,1.82%,90.66873740430137,4.0,797.0490149076526,864.6720666302415
"Dec 14, 2021",958.51,945.00,,930.00,23.17M,,315.37291486907327,8.0,65.11550677095079,980.2012507744677
"Dec 13, 2021",966.41,"1,001.09","1,005.00",951.42,25.34M,-4.98%,655.0823604257392,8.0,560.9763898581668,95.9094819415518
"Dec 10, 2021","1,017.03","1,008.75","1,020.98",982.53,19.89M,1.32%,154.60363613290394,0.0,595.4957204297979,815.3129319400485
"Dec 09, 2021","1,003.80","1,060.64","1,062.49","1,002.36",19.51M,-6.10%,802.4391427208016,5.0,467.7182660629651,850.958807339563
"Dec 08, 2021","1,068.96","1,052.71","1,072.38","1,033.00",13.81M,1.64%,503.37945449798303,2.0,572.489653338389,103.3968988867775
"Dec 07, 2021","1,051.75","1,044.20","1,057.67","1,026.81",18.46M,4.24%,3.5164964534041276,4.0,749.2083972762572,440.5473812990488
"Dec 06, 2021","1,009.01","1,001.51","1,021.64",950.50,27.01M,-0.59%,256.7774242833374,0.0,820.3706698714727,347.7753993408065
"Dec 03, 2021","1,014.97","1,084.79","1,090.58","1,000.21",30.77M,-6.42%,900.8864349353279,3.0,40.68627825452853,355.45330165797463
"Dec 02, 2021","1,084.60","1,099.06","1,113.00","1,056.65",24.21M,-0.95%,753.2910439789632,6.0,129.65425394014784,216.7355943869903
"Dec 01, 2021","1,095.00","1,160.69","1,172.84","1,090.76",22.58M,-4.35%,374.59095999925853,4.0,570.6886071989517,370.7274971449506
"Nov 30, 2021","1,144.76","1,144.37","1,168.00","1,118.00",26.51M,0.68%,550.265968932138,4.0,427.2032871580431,706.3744327129298
"Nov 29, 2021","1,136.99","1,100.99","1,142.67","1,100.19",19.19M,5.09%,688.0334095454781,9.0,536.8057217538578,148.6428540012066
"Nov 26, 2021","1,081.92","1,099.47","1,108.78","1,081.00",11.67M,-3.05%,591.1071489378508,7.0,507.08846093315674,173.4149218284252
"Nov 24, 2021","1,116.00","1,080.39","1,132.77","1,062.00",22.56M,0.63%,394.87088877750165,3.0,978.7695421681016,719.0828358697123
"Nov 23, 2021","1,109.03","1,167.51","1,180.50","1,062.70",35.99M,-4.14%,652.5958263267726,2.0,133.3895326386354,500.5806970015504
"Nov 22, 2021","1,156.87","1,162.33","1,201.95","1,132.43",32.38M,1.74%,365.25366369025716,0.0,592.8463087994545,841.2399518385544
"Nov 19, 2021","1,137.06","1,098.87","1,138.72","1,092.70",21.64M,3.71%,787.0911888287969,6.0,714.2525725329672,942.8225738724212
"Nov 18, 2021","1,096.38","1,106.55",,"1,075.02",20.90M,0.68%,27.764724362566273,5.0,498.65100261149763,971.5468831286682
"Nov 17, 2021","1,089.01","1,063.51","1,119.64","1,055.50",31.01M,3.25%,714.5176365034059,9.0,242.20658930538386,411.792906646275
"Nov 16, 2021","1,054.73","1,003.31","1,057.20","1,002.18",26.31M,4.08%,567.4146118299948,0.0,528.8879003131514,631.4396158147744
"Nov 15, 2021","1,013.39","1,017.63","1,031.98",978.60,34.35M,-1.94%,17.058400256968586,8.0,206.19548819872202,927.9067027379122
"Nov 12, 2021","1,033.42","1,047.50","1,054.50","1,019.20",25.57M,-2.83%,291.3778453310576,2.0,770.2099331986868,2.5717158023148556
"Nov 11, 2021","1,063.51","1,102.77","1,104.97","1,054.68",22.17M,-0.42%,519.9925895922428,6.0,526.3935116201068,12.130975871320725
"Nov 10, 2021","1,067.95","1,010.41","1,078.10",987.31,41.79M,4.34%,297.0694032713854,8.0,789.3352155999252,660.2893964726325
"Nov 09, 2021","1,023.50","1,173.60","1,174.50","1,011.52",58.53M,-11.99%,973.8907044355378,7.0,736.8777551764118,789.0719308614192
"Nov 08, 2021","1,162.94","1,149.79","1,197.00","1,133.00",32.85M,-4.84%,305.3765497027274,1.0,698.9158789346301,872.7066552815128
"Nov 05, 2021","1,222.09","1,228.00","1,239.87","1,208.00",21.63M,-0.64%,259.3610709498295,5.0,372.57621807529586,537.9349266236571
"Nov 04, 2021","1,229.91","1,234.41","1,243.49","1,217.00",25.21M,1.32%,567.5756132489553,4.0,259.042669596128,335.0819938591547
"Nov 03, 2021","1,213.86","1,177.33","1,215.39","1,152.62",34.03M,3.57%,16.391604326508215,7.0,738.312165517346,288.1263382633378
"Nov 02, 2021","1,172.00","1,159.35","1,208.59","1,146.00",42.45M,-3.03%,257.35268106943545,2.0,716.2018765357718,333.4645520555696
"Nov 01, 2021","1,208.59","1,145.00","1,209.75","1,118.66",54.89M,8.49%,393.3845359053201,7.0,836.1113015543209,195.07331595494503
"Oct 29, 2021","1,114.00","1,081.86","1,115.21","1,073.20",29.92M,3.43%,369.9513425369307,7.0,986.6976380501131,430.04975414171867
"Oct 28, 2021","1,077.04","1,068.31","1,081.00","1,054.20",26.77M,3.78%,247.57575127959652,2.0,881.783385514018,675.1725240711705
"Oct 27, 2021","1,037.86","1,039.66","1,070.88","1,030.78",38.04M,1.91%,204.51832346286025,6.0,899.9385707428562,35.63689665954384
"Oct 26, 2021","1,018.43","1,024.69","1,094.94","1,001.44",61.94M,-0.63%,665.7450768149115,1.0,942.5385850624097,225.0267686550559
"Oct 25, 2021","1,024.86",950.53,"1,045.02",944.20,62.21M,12.66%,878.5046842841122,0.0,715.5501453118399,177.92553839857362
"Oct 22, 2021",909.68,895.50,910.00,890.96,22.88M,1.75%,64.17233473086948,5.0,811.9729739255439,706.3408634054703
"Oct 21, 2021",894.00,856.00,900.00,855.50,31.28M,3.26%,268.53233187305835,9.0,764.1685009739904,404.4525329886511
"Oct 20, 2021",865.80,865.35,869.49,857.38,13.15M,0.18%,711.5025619219039,2.0,1.271491887883669,430.5980180335773
"Oct 19, 2021",864.27,877.53,877.95,862.51,17.27M,-0.67%,192.09271926203786,8.0,149.83427649019922,78.45619838475758
"Oct 18, 2021",870.11,851.79,875.26,851.47,23.23M,3.21%,563.6556303326636,8.0,848.9063622212235,715.6939739140151
"Oct 15, 2021",843.03,823.74,843.21,822.35,18.92M,3.02%,623.0575999146138,0.0,203.37835285256844,389.1955827642398
"Oct 14, 2021",818.32,815.49,820.25,813.35,11.89M,0.89%,778.6813233125283,4.0,390.48732625063695,732.6455338226166
"Oct 13, 2021",811.08,810.47,815.41,805.78,14.12M,0.67%,560.0101380435725,6.0,880.8248199748585,84.51235079064712
"Oct 12, 2021",805.72,800.93,812.32,796.57,21.63M,1.74%,656.7367284051602,4.0,760.3705712558311,152.61285068173268
"Oct 11, 2021",791.94,787.65,801.24,785.50,14.11M,0.82%,802.7270981458049,2.0,527.6344129664681,566.4189527451101
"Oct 08, 2021",785.49,796.21,796.38,,16.74M,-1.02%,349.6717002845856,5.0,542.0783804234695,978.7875011640749
"Oct 07, 2021",793.61,785.46,805.00,783.38,18.89M,1.39%,813.8292667885032,7.0,126.87579108197377,35.30979329921324
"Oct 06, 2021",782.75,776.20,786.66,773.22,14.33M,0.28%,218.9456101008208,3.0,171.37932895918672,756.1765419750764
"Oct 05, 2021",780.59,784.80,797.31,774.20,18.43M,-0.12%,434.14607089355985,6.0,304.74548772308464,987.2716578624959
"Oct 04, 2021",781.53,796.50,806.97,776.12,30.34M,0.81%,955.9123633107853,1.0,246.60248352223192,378.91507012302293
"Oct 01, 2021",775.22,778.40,780.78,763.59,17.03M,-0.03%,167.26037954086837,7.0,897.4561881755573,239.73492865067925
"Sep 30, 2021",775.48,781.00,789.13,775.00,17.80M,-0.75%,875.0042502799078,4.0,36.13313568792831,752.6761768095504
"Sep 29, 2021",781.31,779.80,793.50,770.68,20.65M,0.48%,625.4053019850711,0.0,785.3399884528503,124.95677548495753
"Sep 28, 2021",777.56,787.20,795.64,766.18,24.86M,-1.74%,362.32260765018964,8.0,44.08355913396711,21.161469465165062
"Sep 27, 2021",791.36,773.12,799.00,769.31,27.75M,2.19%,595.5144836258029,9.0,129.5690987814111,396.14465072966766
"Sep 24, 2021",774.39,745.89,774.80,744.56,21.37M,2.75%,181.48123633811753,2.0,684.61659048936,580.1619135601744
"Sep 23, 2021",753.64,755.00,758.20,747.92,11.90M,0.23%,424.0952963705988,1.0,761.1214880804087,315.36430054848984
"Sep 22, 2021",751.94,743.53,753.67,739.12,14.53M,1.70%,164.21649700706052,5.0,478.0760778301767,241.80223496176868
"Sep 21, 2021",739.38,734.79,744.74,730.44,16.23M,1.26%,601.4467023016196,5.0,382.0512026337739,277.0950320173644
"Sep 20, 2021",730.17,734.56,742.00,718.62,24.40M,-3.86%,633.4260777584471,6.0,244.68217510973324,849.0566643301185
"Sep 17, 2021",759.49,757.15,761.04,750.00,28.20M,0.33%,108.723602441259,0.0,112.41315006608599,939.807009153352
"Sep 16, 2021",756.99,752.83,758.91,,13.60M,0.15%,757.9163169988734,8.0,362.552854601644,15.403716128369105
"Sep 15, 2021",,745.00,756.86,738.36,15.27M,1.52%,693.9107936759953,0.0,549.7855203812758,754.1690397361094
"Sep 14, 2021",744.49,742.57,754.47,736.40,18.37M,0.20%,851.179823872687,0.0,888.7152636247552,997.2968295435904
"Sep 13, 2021",743.00,740.21,744.78,708.85,22.86M,0.91%,683.2053785912152,0.0,359.7921120678055,149.78666643141747
"Sep 10, 2021",736.27,759.60,762.61,734.52,15.18M,-2.46%,626.5989670605478,9.0,216.35852433114,782.6033088499123
"Sep 09, 2021",754.86,753.41,762.10,751.63,13.85M,0.13%,31.50017752291623,7.0,156.99691327309583,180.42787570544462
"Sep 08, 2021",753.87,761.58,764.45,740.77,18.72M,0.13%,819.3210853806846,7.0,21.317943437893838,185.25460898001634
"Sep 07, 2021",752.92,740.00,760.20,739.26,19.77M,2.64%,133.15220171038533,8.0,451.6327929501358,606.8953654224034
"Sep 03, 2021",733.57,732.25,734.00,724.20,15.27M,0.16%,291.4600381533165,7.0,554.2020023566679,643.5025369905271
"Sep 02, 2021",732.39,734.50,740.97,730.54,12.74M,-0.23%,906.3990081890984,5.0,851.8137619706373,607.7222026536532
"Sep 01, 2021",734.09,734.08,741.99,731.27,12.68M,-0.22%,566.5545868280756,5.0,823.5080069757244,969.8986574702151
"Aug 31, 2021",735.72,733.00,740.39,726.44,20.47M,0.66%,186.08781474988888,5.0,559.4420141424879,952.4326231309
"Aug 30, 2021",730.91,714.72,731.00,712.73,18.37M,2.67%,639.7315018360446,9.0,577.8706603928186,767.6184427779666
"Aug 27, 2021",711.92,705.00,715.00,702.10,13.83M,1.53%,937.0188821447197,0.0,197.99071979213912,908.7805239021741
"Aug 26, 2021",701.16,708.31,715.40,697.62,13.10M,-1.41%,651.0119591464427,6.0,186.2151746361481,442.7031510683678
"Aug 25, 2021",711.20,707.03,716.97,704.00,12.47M,0.38%,632.1102412208704,3.0,855.9840725646918,878.682400871616
"Aug 24, 2021",708.49,710.68,715.22,702.64,,0.31%,25.881167493007506,2.0,291.1886690951382,526.637082895532
"Aug 23, 2021",706.30,685.44,712.13,680.75,20.09M,3.83%,55.71735567967573,0.0,822.5666012596885,65.65655039114115
"Aug 20, 2021",680.26,682.85,692.13,673.70,14.84M,1.01%,348.495604207968,4.0,249.97320545478274,48.032523569321974
"Aug 19, 2021",673.47,678.21,686.55,667.59,14.13M,-2.25%,572.4832475335556,8.0,813.4083353423262,173.17995967337828
"Aug 18, 2021",688.99,669.75,695.77,669.35,20.18M,3.50%,739.684454132979,1.0,495.0713637045408,478.9401186713899
"Aug 17, 2021",665.71,672.66,674.58,648.84,23.40M,-2.98%,557.6378429109914,5.0,939.2996983300225,72.14581728538782
"Aug 16, 2021",686.17,705.07,709.50,676.40,22.66M,-4.32%,497.1015935783249,3.0,48.05091369160452,598.6902669256699
"Aug 13, 2021",717.17,723.71,729.90,714.34,16.73M,-0.70%,968.3973302317644,3.0,812.3712370457386,936.1753012910929
"Aug 12, 2021",722.25,706.34,722.80,699.40,17.46M,2.04%,264.27546348956554,5.0,375.06431642283525,272.22220803951524
"Aug 11, 2021",707.82,712.71,715.18,704.21,9.74M,-0.31%,567.913193432208,7.0,956.4831486677163,518.4399674460761
"Aug 10, 2021",709.99,713.76,716.40,702.05,13.43M,-0.53%,977.6424901168052,3.0,731.5431880771299,663.4963187541173
"Aug 09, 2021",713.76,710.16,718.90,705.13,14.72M,2.10%,797.6376045227574,8.0,281.8722138997434,173.69628037983455
"Aug 06, 2021",699.10,711.90,716.33,697.63,15.62M,-2.17%,544.6212529064053,,876.8039838188877,752.173528898621
"Aug 05, 2021",714.63,716.00,,711.60,12.92M,0.52%,200.16243362035158,1.0,802.5910214809705,630.7061473533224
"Aug 04, 2021",710.92,710.80,724.71,709.00,17.00M,0.17%,278.0646226290018,5.0,665.7891854540769,915.4755639647308
"Aug 03, 2021",709.74,719.10,722.25,701.13,21.62M,0.01%,288.82850110229276,2.0,2.9911926490632235,799.1311277076511
"Aug 02, 2021",709.67,699.35,726.85,698.57,33.62M,3.27%,119.90102268551028,1.0,451.20237464531675,126.12425952973105
"Jul 30, 2021",687.20,671.76,697.53,669.00,29.66M,1.45%,957.0753859236092,2.0,574.3384167798587,139.29690775947313
"Jul 29, 2021",677.35,649.60,683.47,649.40,30.39M,4.69%,133.33220017499758,6.0,405.7830739377568,354.95858939467627
"Jul 28, 2021",646.98,647.25,654.91,639.84,16.01M,0.34%,676.7045632683976,8.0,193.17321279352495,336.7630054552507
"Jul 27, 2021",644.78,663.00,666.31,627.27,32.81M,-1.95%,867.1180325980362,6.0,683.1662897455691,482.3001529960841
"Jul 26, 2021",657.62,650.24,668.16,647.11,25.34M,2.21%,857.7525694959488,1.0,166.31092137013127,690.2085488806075
"Jul 23, 2021",643.38,646.36,648.80,637.30,14.60M,-0.91%,96.29344269664553,1.0,356.7097716422105,928.2161315079449
"Jul 22, 2021",649.26,656.44,662.17,644.60,15.11M,-0.92%,609.7380355021799,2.0,297.5813775428984,970.786774128879
"Jul 21, 2021",655.29,659.61,664.86,650.29,13.95M,-0.79%,295.78770896588856,6.0,535.8566598613129,442.8367732044929
"Jul 20, 2021",660.50,651.99,662.39,640.50,15.49M,2.21%,754.0606881584422,3.0,844.9033966899989,378.554852112847
"Jul 19, 2021",646.22,629.89,647.20,621.29,,0.31%,102.64964942389854,2.0,367.9712071981904,874.1689999370991
"Jul 16, 2021",644.22,654.68,656.70,642.20,16.37M,-0.98%,273.53638966018866,5.0,690.7469133422887,273.7676162650177
"Jul 15, 2021",650.60,657.79,666.00,637.99,20.21M,-0.43%,61.33814652828396,3.0,303.7160047958898,421.35850445781995
"Jul 14, 2021",653.38,671.00,678.34,652.98,21.64M,-2.27%,945.669182251396,6.0,147.27664201262348,353.1119711606212
"Jul 13, 2021",668.54,686.95,692.86,666.33,,-2.50%,346.7560078020673,1.0,548.5949969715924,429.82115421437726
"Jul 12, 2021",685.70,662.87,687.08,662.87,25.93M,4.38%,707.0994559912551,6.0,163.2436362979157,387.3039367354001
"Jul 09, 2021",656.95,653.18,658.91,644.69,18.14M,0.63%,579.5058991609365,6.0,761.8033794009693,742.864584266452
"Jul 08, 2021",652.81,628.37,654.43,620.46,22.77M,1.27%,137.2665345329217,4.0,70.10335417697632,493.788172677286
"Jul 07, 2021",644.65,664.27,665.70,638.32,18.79M,-2.26%,531.0687649249006,0.0,900.1480929484262,854.6147470397385
"Jul 06, 2021",659.58,681.71,684.00,651.40,23.28M,-2.85%,701.1022176443033,2.0,133.27290746826637,510.862028488133
"Jul 02, 2021",678.90,678.98,700.00,673.26,27.10M,0.14%,67.68000571637344,8.0,818.0857845004533,6.64899512495043
"Jul 01, 2021",677.92,683.92,687.99,672.80,18.63M,-0.26%,224.25176104191436,3.0,920.9404144519477,462.1330664134525
"Jun 30, 2021",679.70,679.77,692.81,678.14,18.92M,-0.16%,814.439251373667,4.0,703.5872539192379,368.26785768840597
"Jun 29, 2021",680.76,684.65,687.51,675.89,17.38M,-1.16%,315.3840038129359,0.0,402.1985059350787,138.32583064619263
"Jun 28, 2021",688.72,671.64,694.70,670.32,21.63M,2.51%,644.9255164555905,6.0,347.1755740601395,716.7787687695883
"Jun 25, 2021",671.87,689.58,693.81,668.70,32.50M,-1.17%,59.42135996239784,7.0,626.2736147105911,381.4860623424832
"Jun 24, 2021",679.82,674.99,697.62,667.61,45.98M,3.54%,343.45617867568825,6.0,309.6086501627886,558.6359856195754
"Jun 23, 2021",656.57,632.00,657.20,630.04,31.10M,5.27%,613.0947357563317,5.0,590.3269866068493,80.6245705405546
"Jun 22, 2021",623.71,618.25,628.57,615.50,19.16M,0.46%,94.06336701414453,0.0,373.9687901986465,64.19480955794133
"Jun 21, 2021",620.83,624.48,631.39,608.88,24.81M,-0.40%,135.55538682920175,9.0,28.950191702873273,376.3004710224955
"Jun 18, 2021",623.31,613.37,628.35,611.80,24.56M,1.09%,566.1789710762287,7.0,144.16622803517987,434.05285404693393
"Jun 17, 2021",616.60,601.89,621.47,601.34,22.70M,1.94%,534.9459995370372,5.0,992.8897526067416,167.56147855824167
"Jun 16, 2021",604.87,597.53,608.50,593.50,22.14M,0.92%,122.77342836818138,8.0,723.4574672428953,144.58008614870366
"Jun 15, 2021",599.36,616.69,616.79,598.23,17.76M,-2.97%,460.81244088953787,1.0,263.9400193205573,103.94376890885437
"Jun 14, 2021",617.69,612.23,,609.18,20.42M,1.28%,678.5696185344576,2.0,20.84518997506779,411.35867785414325
"Jun 11, 2021",609.89,610.23,612.56,601.52,16.21M,-0.04%,213.88442304356803,2.0,631.6427165711567,219.53444526118437
"Jun 10, 2021",610.12,603.88,616.59,600.50,23.92M,1.89%,350.4862388185348,4.0,904.8144839479797,876.6086798393715
"Jun 09, 2021",598.78,602.17,611.79,597.63,16.58M,-0.80%,283.35391834235,8.0,726.927224757073,603.2543727775019
"Jun 08, 2021",603.59,623.01,623.09,595.50,26.05M,-0.25%,177.01282366466543,6.0,278.81086998181917,433.2373841248651
"Jun 07, 2021",605.13,591.83,610.00,582.88,22.54M,1.01%,629.3615881309901,1.0,555.8610293118214,823.1867282084971
"Jun 04, 2021",599.05,579.71,600.61,577.20,24.04M,4.58%,630.4654394140206,2.0,438.90315145597157,794.8900790654701
"Jun 03, 2021",572.84,601.80,604.55,,30.11M,-5.33%,613.3578141416359,4.0,770.9099796297891,694.6267197393032
"Jun 02, 2021",605.12,620.13,623.36,599.14,23.30M,-3.01%,409.04975367172693,8.0,461.75926636487605,758.4964808488567
"Jun 01, 2021",623.90,627.80,633.80,620.55,18.08M,-0.21%,0.08784145951734601,3.0,291.1500224761537,800.7607265019594
"May 28, 2021",625.22,628.50,635.59,622.38,22.74M,-0.89%,206.97966901817267,1.0,3.137184483706257,517.7358199020692
"May 27, 2021",630.85,620.24,631.13,616.21,26.37M,1.89%,607.1736474456254,5.0,275.0974814588468,672.336275902742
"May 26, 2021",619.13,607.56,626.17,601.50,28.64M,2.39%,293.38239067488956,5.0,410.3947609590487,198.23046258808674
"May 25, 2021",604.69,607.31,613.99,595.71,28.01M,-0.29%,950.2716134010008,2.0,974.3221424430707,117.53905806866737
"May 24, 2021",606.44,581.60,614.48,573.65,34.56M,4.40%,617.0666468347198,5.0,,454.93350012306036
"May 21, 2021",,596.11,596.68,580.00,26.03M,-1.01%,355.27752387448317,1.0,473.77599049420746,390.376567678415
"May 20, 2021",586.78,575.00,588.85,571.07,30.82M,4.14%,602.4809925403989,3.0,421.0571577565511,962.0952461117138
"May 19, 2021",563.46,552.55,566.21,546.98,39.58M,-2.49%,840.7131583999443,3.0,688.6081777850455,191.22304742203855
"May 18, 2021",577.87,568.00,596.25,,36.83M,0.18%,347.41675339212276,7.0,645.7280298562813,234.35493835538713
"May 17, 2021",576.83,575.55,589.73,561.20,32.39M,-2.19%,536.8440245172268,4.0,485.6276081860331,755.812459226236
"May 14, 2021",589.74,583.41,592.87,570.46,33.37M,3.16%,203.87994632528893,0.0,636.8053595892343,51.037888389960706
"May 13, 2021",571.69,601.54,606.46,559.65,44.18M,-3.09%,770.2897979989572,6.0,475.79217765503233,294.4686350800866
"May 12, 2021",589.89,602.49,620.41,586.76,33.82M,-4.42%,388.05983710281976,3.0,389.74555057525953,1.4004628406711905
"May 11, 2021",617.20,599.24,627.10,595.60,46.50M,-1.88%,289.6395123463369,6.0,948.2556501157503,36.50864777183338
"May 10, 2021",629.04,664.90,665.05,627.61,31.39M,-6.44%,,0.0,635.079515132163,935.9060158491748
"May 07, 2021",672.37,665.80,690.00,660.22,23.47M,1.33%,522.6821024182456,4.0,901.7586320870918,689.0717010457394
"May 06, 2021",663.54,680.76,681.02,650.00,27.78M,-1.10%,835.608602257681,7.0,575.5446207408316,283.74949158149707
"May 05, 2021",670.94,681.06,685.30,667.34,21.90M,-0.39%,703.3220035971689,6.0,649.2656077491764,349.55377183173687
"May 04, 2021",673.60,678.94,683.45,657.70,29.74M,-1.65%,830.3367298426642,1.0,185.94874747931888,233.29882949673265
"May 03, 2021",684.90,703.80,706.00,680.50,27.04M,-3.46%,40.52189972467713,1.0,231.45238944847645,89.49209630104305
"Apr 30, 2021",709.44,,715.47,666.14,40.76M,4.79%,130.62511441125213,2.0,841.3768184746771,986.9435115733127
"Apr 29, 2021",677.00,699.51,702.25,668.50,28.85M,-2.51%,796.4183837853766,3.0,112.65730963585429,976.7055167598629
"Apr 28, 2021",694.40,696.41,708.50,693.60,22.27M,-1.47%,384.1992590401014,4.0,118.74815110519765,459.7073544826192
"Apr 27, 2021",704.74,717.96,724.00,703.35,29.44M,-4.53%,143.61183628347263,7.0,721.587415105257,567.1881367736312
"Apr 26, 2021",738.20,741.00,749.30,732.61,31.04M,1.21%,344.00956143303506,7.0,989.0798615699796,392.1281848163699
"Apr 23, 2021",729.40,719.80,737.36,715.46,28.41M,1.35%,990.3357397759328,0.0,869.7750137565596,587.1239062133602
"Apr 22, 2021",719.69,741.50,753.77,718.04,35.59M,-3.28%,886.4899677227228,9.0,414.40380397710476,874.9177751163988
"Apr 21, 2021",744.12,704.77,744.84,698.00,,3.50%,986.3333140574307,0.0,258.68817594135817,761.5938505201829
"Apr 20, 2021",718.99,717.42,737.25,710.68,35.61M,0.61%,977.7494520341053,4.0,872.8509005100942,890.8171381583246
"Apr 19, 2021",714.63,719.60,725.40,691.80,39.69M,-3.40%,290.49291340093566,6.0,916.8848236763122,785.346431579742
"Apr 16, 2021",739.78,728.65,749.41,724.60,27.98M,0.13%,600.4333072850498,2.0,491.6144610549229,103.59687145437834
"Apr 15, 2021",738.85,743.10,743.69,721.31,27.85M,0.90%,412.4320284991221,8.0,482.6444572604066,124.50181797918324
"Apr 14, 2021",732.23,770.70,780.79,728.03,49.02M,-3.95%,374.9898373056115,6.0,214.88896766825238,321.5750166255986
"Apr 13, 2021",762.32,712.70,763.00,710.66,44.65M,8.60%,749.4556300459848,3.0,878.0609785777241,413.9696604658533
"Apr 12, 2021",701.98,685.70,704.80,682.09,29.14M,3.69%,764.6543709984076,5.0,52.69934725572223,45.49960197061509
"Apr 09, 2021",677.02,677.77,680.97,669.43,21.44M,-0.99%,583.7707298090265,8.0,451.3124987396746,772.7181026935425
"Apr 08, 2021",683.80,677.38,689.55,671.64,,1.91%,615.0846710352363,6.0,432.31704473129827,654.8519568994126
"Apr 07, 2021",670.97,687.00,691.38,667.84,26.31M,-2.99%,884.3577313944006,0.0,428.975179626059,193.70503370573644
"Apr 06, 2021",691.62,690.30,696.55,681.37,28.27M,0.08%,33.37501078362459,7.0,896.6128520254244,24.169969706242632
"Apr 05, 2021",691.05,707.71,708.16,684.70,41.84M,4.43%,664.7666133317102,3.0,887.7978421129535,814.1143145053628
"Apr 01, 2021",661.75,688.37,692.42,659.42,35.30M,-0.93%,346.131442105677,2.0,176.9275791880044,970.1912752174501
"Mar 31, 2021",667.93,646.62,672.00,641.11,33.34M,5.08%,472.04157653944014,8.0,993.4867343102777,293.9335588318923
"Mar 30, 2021",635.62,601.75,637.66,591.01,39.43M,3.98%,764.0273651592038,3.0,661.874395482298,795.9678136214945
"Mar 29, 2021",611.29,615.64,616.48,596.02,28.64M,-1.20%,21.326988876396946,5.0,783.5256012641286,817.1101543816044
"Mar 26, 2021",618.71,641.87,643.82,599.89,33.85M,-3.39%,675.2489067828363,9.0,161.2490138198359,375.1137308650223
"Mar 25, 2021",640.39,613.00,645.50,609.50,39.22M,1.61%,463.5834329328657,7.0,736.4569857327907,338.94267975474247
"Mar 24, 2021",630.27,,668.02,630.11,33.80M,-4.82%,192.59021614837513,6.0,445.12605199020715,110.09785797136684
"Mar 23, 2021",,675.77,677.80,657.51,30.49M,-1.17%,989.8208569070224,2.0,563.4394946882925,328.9392202278058
"Mar 22, 2021",670.00,684.59,699.62,668.75,39.51M,2.31%,105.4875745291589,6.0,228.67196318536864,546.6593597055322
